,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
514,1,1,0.022072991601261683,0,4,0,2,4,1
515,0,0,0.01720945107894979,1,1,10,1,2,0
516,0,1,0.027684769127006178,0,0,1,0,2,0
517,1,0,0.01533885857036829,1,1,1,1,3,0
518,0,1,0.011223555051488992,0,1,0,2,2,1
519,0,1,0.032922428151034376,1,0,1,0,2,1
520,0,1,0.016835332577233488,0,1,6,1,1,0
521,1,1,0.019828280590963886,1,2,0,1,3,0
522,1,1,0.01346826606178679,1,3,9,2,3,1
523,1,0,0.011597673553205292,1,1,1,1,2,0
524,1,0,0.009352962542907493,0,4,3,1,1,0
525,1,1,0.028807124632155078,1,0,0,1,1,0
526,1,1,0.020950636096112786,1,1,1,2,3,1
527,0,0,0.01533885857036829,1,1,2,1,1,1
528,0,0,0.01309414756007049,0,6,1,1,2,0
529,1,1,0.031425954144169176,0,0,0,0,2,1
530,1,0,0.010475318048056393,1,2,1,1,1,0
531,1,1,0.02731065062528988,1,0,1,2,2,0
532,0,1,0.015712977072084588,1,1,9,1,1,0
533,1,1,0.018331806584098685,1,1,2,1,2,0
534,0,0,0.015712977072084588,1,6,6,1,1,0
535,1,1,0.016835332577233488,1,1,6,2,4,1
536,1,1,0.018331806584098685,1,4,0,2,5,1
537,1,1,0.018705925085814985,1,1,0,1,2,1
538,0,1,0.016835332577233488,1,1,1,2,3,1
539,1,0,0.009352962542907493,0,8,0,1,3,1
540,0,1,0.018331806584098685,0,6,1,1,1,0
541,1,0,0.010849436549772691,1,1,7,1,1,1
542,1,0,0.019454162089247586,1,1,0,1,1,0
543,1,1,0.009727081044623793,1,1,9,2,2,1
544,1,1,0.010101199546340093,0,3,10,0,3,0
545,1,1,0.023195347106410583,1,4,0,1,1,1
546,1,0,0.010475318048056393,0,2,0,1,3,1
547,0,0,0.018331806584098685,0,4,1,1,2,0
548,1,1,0.019080043587531285,1,6,0,1,2,0
549,1,1,0.010849436549772691,0,8,0,2,4,0
550,0,1,0.010849436549772691,0,6,5,2,2,0
551,0,0,0.009352962542907493,1,8,5,1,3,0
552,1,1,0.019080043587531285,0,4,1,2,4,0
553,1,1,0.01309414756007049,0,1,0,1,2,1
554,1,1,0.024317702611559484,1,3,1,1,2,1
555,1,0,0.011971792054921592,1,7,0,1,5,1
556,1,0,0.01346826606178679,1,1,0,1,1,1
557,0,0,0.010475318048056393,1,8,1,1,3,0
558,1,0,0.009352962542907493,1,1,7,1,1,0
559,0,1,0.01346826606178679,0,4,8,1,2,1
560,1,1,0.018331806584098685,0,1,0,1,2,0
561,1,1,0.01758356958066609,0,0,0,1,2,0
562,1,1,0.021698873099545383,1,1,1,2,3,1
563,0,0,0.009727081044623793,0,1,0,1,3,0
564,1,0,0.01533885857036829,1,1,1,1,1,1
565,1,1,0.016835332577233488,1,3,5,0,3,1
566,0,0,0.01459062156693569,1,6,1,1,1,0
567,1,1,0.022447110102977983,0,4,0,2,3,1
568,1,1,0.01459062156693569,0,1,1,2,6,0
569,0,1,0.024317702611559484,1,6,1,1,1,1
570,0,1,0.016087095573800888,1,7,6,1,1,0
571,0,1,0.014216503065219389,1,1,2,1,1,0
572,1,1,0.023195347106410583,1,1,1,0,2,1
573,1,0,0.017957688082382385,1,1,1,1,1,1
574,0,1,0.019080043587531285,0,6,0,1,4,0
575,1,1,0.017957688082382385,1,4,1,1,1,0
576,0,1,0.015712977072084588,0,7,0,1,3,1
577,1,0,0.009352962542907493,1,1,1,1,4,0
578,0,0,0.01346826606178679,1,1,0,1,3,0
579,1,1,0.01346826606178679,1,4,1,1,2,1
580,1,1,0.019454162089247586,0,2,1,2,4,1
581,0,0,0.010849436549772691,1,2,1,1,1,0
582,0,1,0.020950636096112786,1,1,0,1,1,1
583,1,1,0.011971792054921592,1,4,9,0,2,0
584,0,1,0.018331806584098685,1,1,7,2,4,1
585,0,1,0.020576517594396486,0,6,1,2,7,0
586,1,0,0.010101199546340093,0,8,1,1,3,1
587,0,1,0.016835332577233488,1,1,0,1,1,1
588,1,0,0.015712977072084588,1,4,0,1,2,1
589,1,0,0.014216503065219389,1,3,1,1,3,0
590,1,1,0.031425954144169176,1,0,1,0,2,1
591,0,0,0.01234591055663789,1,4,12,1,2,0
592,1,1,0.023569465608126883,0,3,0,0,4,1
593,0,1,0.016087095573800888,1,1,1,1,1,0
594,0,1,0.021324754597829083,0,6,8,1,1,1
595,0,1,0.01758356958066609,0,6,8,1,1,0
596,0,1,0.009352962542907493,1,4,0,2,2,0
597,0,1,0.02955536163558768,1,0,1,0,2,1
598,0,0,0.01533885857036829,1,1,0,1,1,0
599,1,0,0.010475318048056393,1,1,13,1,2,0
600,1,1,0.018705925085814985,0,3,0,0,5,1
601,1,1,0.02918124313387138,1,0,0,1,5,0
602,1,1,0.01346826606178679,0,4,0,2,4,0
603,1,0,0.01758356958066609,1,7,1,1,1,0
604,1,1,0.017957688082382385,0,4,6,2,5,1
605,1,1,0.014216503065219389,0,7,0,0,4,1
606,0,1,0.019454162089247586,0,6,9,2,4,1
607,1,0,0.01720945107894979,1,1,0,1,1,1
608,1,0,0.006734133030893395,0,2,1,1,6,1
609,1,1,0.016087095573800888,0,1,7,0,4,1
610,0,0,0.01496474006865199,1,5,9,1,2,0
611,0,0,0.01234591055663789,0,8,1,1,7,1
612,1,1,0.02581417661842468,0,1,0,2,3,1
613,0,1,0.01720945107894979,1,1,1,1,4,1
614,1,1,0.022821228604694283,1,1,1,2,2,1
615,0,0,0.018705925085814985,0,6,1,1,1,0
616,0,1,0.01309414756007049,1,6,0,2,2,1
617,0,1,0.014216503065219389,0,6,0,2,4,1
618,1,1,0.01459062156693569,1,4,1,1,4,0
619,0,0,0.016835332577233488,1,1,2,1,1,0
620,0,0,0.011223555051488992,1,4,0,1,5,0
621,1,1,0.017957688082382385,0,3,5,0,2,0
622,0,1,0.028433006130438778,1,7,0,1,2,1
623,1,1,0.02656241362185728,1,4,0,1,2,0
624,1,1,0.018331806584098685,0,4,0,1,1,0
625,1,1,0.007856488536042294,0,8,1,0,8,1
626,1,1,0.019828280590963886,1,4,1,1,3,0
627,1,1,0.020576517594396486,1,1,1,2,2,1
628,1,1,0.02731065062528988,1,0,0,0,4,0
629,1,1,0.022072991601261683,1,1,0,1,2,0
630,0,1,0.031051835642452875,1,0,1,0,2,0
631,1,1,0.01720945107894979,0,1,0,2,4,1
632,1,1,0.013842384563503089,1,4,8,2,2,1
633,0,1,0.015712977072084588,0,6,1,1,3,0
634,0,0,0.019828280590963886,0,4,1,1,1,0
635,0,0,0.010475318048056393,0,8,0,1,3,1
636,0,0,0.011971792054921592,0,8,0,1,4,1
637,1,0,0.01346826606178679,1,2,0,1,1,1
638,1,1,0.03067771714073658,1,0,5,0,2,0
639,1,0,0.016835332577233488,1,1,1,1,1,0
640,1,1,0.008230607037758594,0,2,1,1,4,0
641,1,1,0.02581417661842468,0,2,1,1,1,0
642,0,1,0.016087095573800888,1,5,8,0,2,0
643,0,1,0.033296546652750676,0,0,3,0,2,0
644,1,0,0.016087095573800888,1,1,1,1,3,1
645,0,1,0.022447110102977983,1,3,0,1,2,1
646,1,1,0.016835332577233488,1,4,0,2,2,0
647,0,1,0.019080043587531285,1,7,9,1,1,0
648,0,0,0.01533885857036829,0,7,9,1,3,1
649,0,0,0.011223555051488992,1,1,9,1,1,0
650,0,0,0.008604725539474894,0,5,0,1,5,1
651,1,1,0.01459062156693569,1,8,4,1,2,1
652,1,1,0.023569465608126883,1,1,0,2,4,1
653,0,1,0.033296546652750676,0,0,1,0,2,0
654,1,0,0.016087095573800888,1,3,1,1,4,0
655,0,1,0.02618829512014098,0,0,3,0,2,0
656,1,0,0.01309414756007049,1,1,9,1,1,0
657,1,1,0.015712977072084588,1,1,0,0,2,1
658,0,1,0.010849436549772691,1,8,0,1,2,0
659,0,1,0.027684769127006178,0,0,1,1,1,0
660,1,0,0.01346826606178679,1,1,9,1,3,0
661,1,0,0.01346826606178679,1,1,8,1,1,1
662,1,1,0.020576517594396486,1,4,1,1,3,0
663,0,1,0.02693653212357358,1,0,1,0,2,0
664,0,0,0.01459062156693569,1,1,0,1,3,1
665,0,1,0.023195347106410583,1,1,0,0,2,1
666,0,0,0.010475318048056393,0,6,3,1,7,0
667,0,0,0.011971792054921592,1,7,1,1,6,1
668,1,0,0.011597673553205292,1,2,14,1,2,0
669,1,1,0.02506593961499208,1,1,1,2,2,1
670,0,1,0.021324754597829083,0,6,0,1,3,1
671,1,1,0.01346826606178679,1,4,4,2,2,1
672,0,1,0.01533885857036829,0,6,9,2,2,1
673,1,0,0.010849436549772691,1,8,0,1,4,0
674,1,1,0.010101199546340093,1,4,10,1,2,1
675,1,0,0.010101199546340093,1,4,0,1,5,1
676,0,1,0.019454162089247586,1,2,1,1,3,1
677,1,1,0.024317702611559484,0,1,0,2,2,0
678,1,1,0.022072991601261683,0,4,1,1,2,0
679,0,1,0.016835332577233488,1,0,0,1,1,1
680,0,1,0.022821228604694283,0,6,1,0,3,1
681,0,1,0.010475318048056393,1,1,0,1,1,0
682,0,1,0.018331806584098685,1,6,1,2,4,1
683,1,1,0.021698873099545383,1,0,0,0,2,1
684,1,0,0.01234591055663789,0,4,0,1,2,0
685,1,1,0.02581417661842468,0,4,0,1,5,0
686,0,1,0.014216503065219389,1,3,0,2,2,0
687,0,1,0.020576517594396486,1,1,0,0,5,1
688,1,1,0.01758356958066609,0,3,0,0,2,1
689,1,1,0.019454162089247586,1,1,0,1,3,0
690,1,1,0.02918124313387138,1,0,1,1,1,1
691,0,1,0.019828280590963886,1,6,8,0,4,0
692,1,0,0.016087095573800888,1,1,1,1,1,0
693,0,0,0.014216503065219389,0,4,8,1,2,1
694,1,1,0.02955536163558768,1,0,0,1,2,0
695,1,1,0.015712977072084588,1,4,9,1,2,0
696,1,1,0.021698873099545383,1,1,1,1,2,1
697,1,1,0.02581417661842468,1,0,0,0,3,0
698,0,1,0.01758356958066609,0,6,0,0,2,0
699,0,1,0.014216503065219389,1,5,0,1,2,0
700,1,1,0.028433006130438778,0,0,0,1,1,0
701,0,0,0.01533885857036829,1,1,8,1,3,0
702,0,1,0.018331806584098685,0,6,0,1,1,0
703,1,1,0.02544005811670838,1,0,8,1,1,0
704,1,1,0.021324754597829083,1,1,1,1,1,0
705,1,0,0.014216503065219389,1,1,0,1,1,0
706,1,1,0.019828280590963886,1,1,0,2,4,1
707,0,1,0.014216503065219389,1,5,8,2,3,1
708,1,1,0.02992948013730398,1,0,1,1,1,0
709,0,0,0.011597673553205292,1,8,1,1,7,0
710,1,1,0.01346826606178679,1,1,9,2,4,0
711,1,1,0.01533885857036829,0,3,1,0,2,1
712,1,1,0.02618829512014098,1,3,1,0,5,1
713,0,1,0.031425954144169176,1,0,3,0,2,0
714,1,1,0.01496474006865199,1,2,1,1,5,0
715,1,1,0.02656241362185728,0,0,1,0,2,1
716,0,0,0.01309414756007049,1,1,10,1,1,0
717,1,1,0.027684769127006178,1,0,1,0,2,1
718,1,0,0.008230607037758594,0,2,0,1,4,1
719,0,0,0.016087095573800888,1,5,9,1,1,0
720,0,0,0.016087095573800888,1,4,0,1,6,0
721,0,1,0.01496474006865199,1,1,5,0,5,1
722,0,0,0.01309414756007049,1,4,9,1,2,0
723,1,0,0.018705925085814985,1,1,1,1,1,1
724,1,1,0.022072991601261683,1,4,9,1,1,0
725,0,0,0.011223555051488992,1,8,3,1,5,1
726,0,0,0.01309414756007049,1,1,0,1,1,0
727,1,1,0.015712977072084588,0,3,3,0,3,0
728,0,1,0.013842384563503089,0,6,1,2,6,1
729,1,1,0.011223555051488992,0,1,9,0,6,0
730,0,1,0.024317702611559484,1,1,1,1,2,1
731,0,0,0.01346826606178679,1,5,9,1,1,0
732,1,0,0.010101199546340093,0,4,1,1,3,1
733,1,1,0.01346826606178679,1,3,0,1,2,1
734,1,0,0.013842384563503089,1,1,12,1,1,1
735,0,0,0.01309414756007049,1,6,2,1,1,1
736,1,0,0.01496474006865199,1,1,1,1,1,0
737,1,0,0.013842384563503089,1,4,6,1,4,0
738,0,0,0.009727081044623793,0,6,4,1,1,0
739,1,1,0.02581417661842468,0,3,1,0,3,1
740,1,1,0.021324754597829083,1,1,0,1,1,0
741,0,1,0.02656241362185728,1,1,0,0,4,1
742,0,1,0.032548309649318076,1,0,1,0,2,0
743,1,1,0.022072991601261683,0,4,6,2,3,1
744,1,1,0.01496474006865199,0,3,7,1,4,0
745,0,1,0.021698873099545383,1,1,0,0,3,1
746,1,1,0.02581417661842468,1,1,1,1,2,0
747,0,1,0.016835332577233488,1,4,3,2,5,1
748,1,1,0.014216503065219389,1,1,0,1,4,0
749,0,1,0.021698873099545383,0,6,0,2,6,0
750,1,1,0.018705925085814985,1,3,0,0,4,0
751,0,0,0.01459062156693569,1,2,2,1,1,1
752,1,0,0.016087095573800888,1,2,1,1,4,0
753,0,0,0.01234591055663789,1,1,5,1,2,1
754,1,1,0.02469182111327578,1,1,1,2,2,1
755,1,1,0.02656241362185728,1,1,0,0,2,1
756,1,1,0.01234591055663789,0,1,1,2,2,1
757,1,0,0.010475318048056393,1,1,9,1,1,0
758,0,1,0.010101199546340093,1,7,11,2,2,0
759,0,1,0.014216503065219389,0,6,1,1,5,1
760,1,1,0.02618829512014098,1,0,0,0,3,0
761,1,1,0.01346826606178679,0,4,1,1,2,0
762,1,0,0.010475318048056393,0,4,9,1,2,0
763,1,0,0.01533885857036829,1,4,8,1,2,0
764,0,0,0.01496474006865199,1,2,1,1,1,0
765,0,1,0.01758356958066609,0,6,1,2,4,1
766,1,1,0.01496474006865199,1,4,2,2,5,0
767,0,1,0.019828280590963886,0,6,0,2,3,0
768,1,1,0.022447110102977983,1,1,1,1,2,0
769,0,0,0.010101199546340093,1,1,8,1,1,0
770,1,1,0.016087095573800888,1,1,2,1,2,1
771,0,1,0.01496474006865199,1,6,0,2,2,1
772,1,1,0.03067771714073658,1,0,1,1,1,0
773,0,0,0.014216503065219389,1,1,7,1,1,1
774,1,1,0.01459062156693569,1,2,0,2,3,1
775,1,0,0.01758356958066609,1,1,0,1,1,0
776,1,1,0.028058887628722478,1,0,0,0,2,0
777,1,1,0.031425954144169176,0,0,1,0,2,0
778,0,0,0.015712977072084588,1,4,6,1,2,0
779,1,1,0.015712977072084588,1,1,0,2,2,1
780,0,1,0.01496474006865199,1,1,1,2,2,0
781,0,0,0.019454162089247586,1,2,1,1,1,1
782,1,0,0.019454162089247586,0,1,5,1,1,1
783,1,0,0.010101199546340093,1,1,3,1,1,0
784,0,0,0.019080043587531285,1,4,4,1,1,0
785,0,1,0.019828280590963886,1,1,0,2,2,1
786,0,0,0.016087095573800888,1,1,8,1,2,1
787,1,1,0.020576517594396486,0,3,0,1,2,0
788,1,0,0.01309414756007049,1,1,4,1,2,0
789,0,1,0.009352962542907493,0,6,1,2,2,0
790,0,1,0.019828280590963886,0,4,9,0,2,0
791,0,1,0.011597673553205292,0,6,9,1,4,0
792,1,0,0.01459062156693569,1,1,1,1,2,1
793,1,0,0.015712977072084588,1,4,1,1,1,0
794,1,1,0.018705925085814985,1,4,1,1,2,0
795,1,0,0.009727081044623793,0,2,0,1,6,1
796,1,0,0.011223555051488992,1,2,0,1,2,0
797,1,1,0.023569465608126883,1,1,6,1,1,1
798,1,1,0.021324754597829083,1,8,1,1,3,1
799,1,1,0.015712977072084588,1,1,1,1,4,1
800,1,1,0.01496474006865199,0,4,2,2,5,1
801,1,1,0.02469182111327578,0,0,0,0,3,1
802,1,0,0.007856488536042294,0,5,0,1,4,0
803,1,1,0.02731065062528988,0,3,1,0,2,1
804,0,1,0.019828280590963886,0,1,1,0,4,0
805,0,0,0.01533885857036829,1,2,9,1,1,0
806,0,0,0.006734133030893395,0,7,9,1,5,1
807,0,0,0.01234591055663789,1,4,1,1,4,1
808,1,1,0.010101199546340093,0,4,3,2,2,1
809,1,0,0.010475318048056393,0,8,0,1,5,1
810,0,1,0.01309414756007049,1,2,0,2,3,0
811,0,1,0.020950636096112786,1,1,1,0,4,1
812,0,0,0.009727081044623793,1,1,13,1,2,1
813,1,1,0.011597673553205292,1,4,4,1,2,1
814,1,1,0.01459062156693569,0,4,1,2,4,0
815,1,1,0.016835332577233488,0,2,0,1,4,0
816,0,1,0.01234591055663789,0,6,7,2,5,1
817,1,0,0.010849436549772691,0,1,1,1,3,0
818,1,1,0.019828280590963886,1,1,3,2,3,1
819,1,1,0.010475318048056393,1,4,3,2,3,1
820,0,0,0.016087095573800888,1,4,1,1,4,0
821,1,1,0.024317702611559484,1,1,1,1,2,0
822,1,1,0.01234591055663789,1,1,0,2,2,1
823,1,1,0.019454162089247586,1,3,1,0,4,1
824,0,0,0.011223555051488992,1,8,1,1,2,0
825,1,1,0.02581417661842468,0,3,9,2,2,1
826,0,1,0.020950636096112786,0,6,1,2,5,1
827,0,1,0.02693653212357358,1,1,1,2,3,1
828,0,0,0.011597673553205292,1,8,1,1,4,1
829,1,0,0.01533885857036829,1,1,2,1,3,0
830,0,1,0.009727081044623793,0,7,7,0,3,0
831,1,1,0.01533885857036829,1,1,4,1,4,0
832,1,1,0.023569465608126883,1,5,1,1,3,1
833,1,1,0.020576517594396486,0,6,1,0,4,0
834,0,1,0.014216503065219389,1,1,0,2,3,0
835,0,1,0.015712977072084588,1,1,9,1,2,1
836,0,0,0.016835332577233488,1,6,0,1,1,0
837,0,1,0.01533885857036829,1,6,0,0,3,0
838,0,1,0.01309414756007049,0,6,7,2,4,0
839,0,1,0.019454162089247586,1,1,6,1,2,0
840,0,1,0.023569465608126883,1,1,1,2,4,1
841,0,1,0.010849436549772691,1,4,0,2,2,0
842,1,0,0.010101199546340093,0,2,0,1,4,1
843,0,0,0.013842384563503089,1,2,1,1,1,0
844,0,0,0.018705925085814985,1,1,0,1,2,0
845,1,1,0.027684769127006178,1,0,1,1,1,0
846,0,1,0.031051835642452875,1,0,1,0,2,1
847,1,1,0.013842384563503089,1,6,1,2,3,0
848,0,0,0.011223555051488992,0,1,1,1,1,1
849,0,0,0.01720945107894979,1,6,1,1,2,1
850,0,1,0.024317702611559484,1,2,1,1,2,1
851,1,1,0.016087095573800888,1,4,0,2,2,0
852,1,1,0.02506593961499208,1,0,0,1,1,0
853,1,1,0.02469182111327578,1,3,0,1,1,1
854,0,0,0.01496474006865199,1,1,6,1,1,1
855,1,0,0.011971792054921592,1,4,1,1,1,0
856,0,1,0.020576517594396486,0,6,3,2,2,1
857,0,0,0.011597673553205292,0,8,0,1,7,1
858,0,0,0.008230607037758594,0,2,1,1,3,0
859,0,0,0.009727081044623793,1,2,0,1,3,1
860,1,0,0.01459062156693569,1,1,1,1,3,0
861,1,1,0.022821228604694283,1,4,1,1,2,0
862,0,0,0.023569465608126883,1,2,0,1,2,1
863,1,1,0.03030359863902028,1,0,1,1,1,0
864,0,1,0.02656241362185728,0,0,1,0,2,1
865,1,1,0.01533885857036829,1,4,9,2,4,0
866,1,1,0.01309414756007049,0,5,1,2,3,1
867,0,0,0.019454162089247586,1,1,6,1,1,0
868,1,1,0.016835332577233488,0,1,0,1,2,1
869,0,1,0.031425954144169176,1,0,0,1,1,1
870,1,0,0.010849436549772691,1,4,6,1,3,0
871,0,0,0.01309414756007049,1,1,8,1,3,0
872,1,0,0.016087095573800888,1,4,0,1,2,0
873,0,1,0.019828280590963886,1,1,3,1,1,0
874,1,1,0.019080043587531285,0,3,2,0,5,0
875,1,1,0.013842384563503089,0,2,2,2,4,0
876,1,1,0.020576517594396486,1,1,4,2,4,0
877,1,0,0.015712977072084588,1,4,3,1,2,0
878,0,0,0.015712977072084588,1,1,12,1,2,0
879,0,1,0.014216503065219389,0,6,1,0,5,1
880,0,0,0.019454162089247586,1,6,3,1,1,0
881,1,0,0.010101199546340093,0,2,1,1,3,1
882,1,1,0.017957688082382385,0,1,3,2,4,1
883,0,0,0.020950636096112786,1,2,3,1,1,0
884,1,0,0.016087095573800888,1,1,1,1,2,1
885,1,1,0.018705925085814985,0,3,0,2,5,1
886,1,1,0.01496474006865199,1,4,8,2,2,1
887,1,1,0.021324754597829083,1,5,5,0,2,0
888,1,1,0.027684769127006178,0,0,0,0,2,0
889,1,1,0.018705925085814985,1,1,0,2,2,1
890,1,0,0.010849436549772691,1,1,0,1,1,0
891,1,1,0.014216503065219389,0,3,9,0,5,1
892,0,1,0.03067771714073658,0,0,0,1,1,0
893,0,1,0.018705925085814985,0,6,0,1,3,1
894,1,1,0.020950636096112786,1,1,0,0,2,1
895,1,1,0.010849436549772691,0,3,12,1,3,1
896,1,1,0.015712977072084588,1,1,0,2,2,0
897,0,0,0.01234591055663789,1,2,1,1,1,1
898,0,1,0.01720945107894979,0,6,0,0,3,0
899,0,0,0.02506593961499208,1,1,0,1,2,1
900,1,0,0.010475318048056393,0,2,8,1,3,0
901,1,0,0.011971792054921592,1,1,13,1,3,0
902,1,0,0.009352962542907493,0,5,14,1,3,0
903,0,0,0.01496474006865199,1,1,5,1,1,0
904,1,1,0.017957688082382385,1,3,5,0,5,1
905,0,1,0.03067771714073658,0,4,0,0,2,1
906,1,0,0.011223555051488992,1,4,8,1,4,0
907,1,1,0.022447110102977983,1,1,0,1,2,0
908,0,1,0.02656241362185728,1,4,1,2,2,1
909,0,0,0.01496474006865199,1,6,1,1,3,1
910,1,1,0.02544005811670838,1,1,0,0,2,1
911,0,1,0.01459062156693569,0,6,1,2,4,1
912,1,1,0.01533885857036829,1,3,0,1,4,1
913,0,1,0.018331806584098685,1,1,3,1,2,1
914,0,0,0.018705925085814985,0,4,8,1,2,0
915,1,0,0.016087095573800888,1,7,0,1,2,0
916,1,0,0.011597673553205292,1,1,7,1,1,0
917,1,1,0.013842384563503089,1,8,1,2,2,0
918,0,1,0.016087095573800888,0,2,9,1,1,0
919,1,0,0.022072991601261683,1,1,1,1,2,1
920,1,0,0.01758356958066609,1,1,0,1,1,1
921,1,1,0.024317702611559484,0,4,1,0,2,1
922,0,0,0.014216503065219389,1,8,0,1,2,1
923,1,1,0.020950636096112786,0,8,0,0,4,1
924,0,0,0.011971792054921592,1,2,5,1,3,0
925,0,1,0.014216503065219389,1,1,7,2,3,1
926,0,1,0.016087095573800888,0,6,4,2,7,0
927,0,1,0.016087095573800888,0,6,1,2,2,1
928,1,1,0.028058887628722478,1,0,0,1,1,0
929,1,1,0.01459062156693569,1,8,11,2,2,1
930,1,1,0.022821228604694283,1,1,2,1,2,1
931,1,1,0.019454162089247586,1,1,7,2,4,1
932,1,1,0.018705925085814985,1,1,1,1,1,1
933,0,0,0.019080043587531285,1,1,1,1,1,1
934,1,1,0.019828280590963886,1,3,9,0,5,1
935,0,0,0.009727081044623793,0,8,0,1,3,1
936,1,0,0.011971792054921592,0,4,9,1,4,0
937,0,1,0.01346826606178679,1,1,1,2,4,1
938,0,1,0.02581417661842468,0,2,0,1,1,0
939,0,0,0.01459062156693569,1,4,1,1,2,0
940,0,1,0.03030359863902028,0,2,0,0,2,0
941,1,0,0.019454162089247586,1,4,1,1,5,1
942,0,1,0.01496474006865199,1,1,4,2,5,1
943,0,0,0.011597673553205292,0,5,8,1,1,0
944,1,1,0.013842384563503089,0,4,1,1,2,0
945,1,0,0.01234591055663789,1,1,7,1,1,0
946,0,0,0.010101199546340093,1,8,0,1,3,1
947,1,1,0.019080043587531285,1,4,1,2,2,1
948,1,1,0.02581417661842468,1,3,1,2,4,1
949,0,1,0.016835332577233488,0,2,1,1,1,0
950,0,1,0.018705925085814985,1,6,1,2,4,1
951,1,1,0.03067771714073658,1,0,0,1,1,1
952,1,1,0.01234591055663789,1,8,0,1,2,0
953,0,0,0.013842384563503089,1,1,9,1,1,1
954,1,1,0.013842384563503089,1,1,6,2,2,0
955,0,1,0.01459062156693569,1,1,3,1,1,1
956,1,1,0.020576517594396486,1,1,2,1,1,1
957,0,0,0.011971792054921592,1,1,7,1,3,0
958,1,0,0.011223555051488992,0,8,0,1,4,1
959,0,0,0.011597673553205292,1,2,0,1,4,0
960,1,1,0.01758356958066609,1,1,4,1,1,0
961,1,1,0.013842384563503089,1,3,1,0,3,1
962,1,1,0.02955536163558768,0,0,0,0,2,1
963,0,0,0.010849436549772691,0,6,9,1,4,0
964,0,0,0.01234591055663789,1,6,10,1,1,0
965,1,1,0.015712977072084588,1,1,2,2,2,1
966,0,0,0.010475318048056393,0,8,1,1,2,1
967,1,0,0.011223555051488992,1,1,9,1,2,0
968,1,0,0.0071082515326096945,0,1,9,1,7,1
969,1,1,0.028058887628722478,1,0,0,0,2,1
970,0,1,0.019080043587531285,1,6,0,1,1,0
971,0,1,0.02618829512014098,1,5,3,1,2,1
972,0,0,0.014216503065219389,1,2,0,1,1,0
973,1,1,0.02992948013730398,0,0,0,1,1,1
974,0,1,0.014216503065219389,0,1,1,1,1,1
975,0,1,0.01720945107894979,1,4,2,2,2,1
976,0,1,0.011597673553205292,0,1,0,0,3,0
977,0,1,0.021698873099545383,0,6,1,1,1,1
978,0,1,0.018331806584098685,1,6,1,2,2,0
979,0,1,0.01234591055663789,1,2,0,1,2,0
980,1,0,0.01234591055663789,0,8,0,1,4,1
981,1,1,0.016835332577233488,0,2,8,1,2,0
982,0,1,0.016835332577233488,1,5,1,1,1,1
983,0,0,0.01346826606178679,1,1,9,1,2,0
984,0,1,0.033296546652750676,0,0,0,0,2,0
985,1,1,0.015712977072084588,0,4,9,2,3,0
986,0,1,0.018705925085814985,1,1,2,1,1,1
987,1,1,0.01496474006865199,1,1,1,2,3,1
988,0,1,0.01459062156693569,0,2,0,1,2,1
989,1,1,0.020576517594396486,1,1,0,1,1,1
990,1,1,0.015712977072084588,0,6,5,2,4,0
991,0,1,0.01496474006865199,1,6,1,2,7,0
992,1,1,0.01496474006865199,1,4,1,2,2,0
993,1,0,0.010101199546340093,0,8,1,1,3,0
994,0,1,0.031425954144169176,0,0,0,0,2,1
995,1,0,0.01234591055663789,1,4,1,1,1,0
996,0,0,0.009352962542907493,0,8,1,1,3,0
997,1,1,0.01309414756007049,1,1,0,2,2,1
998,1,0,0.019454162089247586,1,1,1,1,1,1
999,1,1,0.01496474006865199,1,1,1,1,2,1
1000,0,1,0.032922428151034376,1,0,1,0,2,0
1001,1,1,0.016835332577233488,1,1,7,2,5,1
1002,1,1,0.01533885857036829,0,4,0,1,4,0
1003,1,0,0.01459062156693569,1,4,9,1,2,0
1004,1,1,0.016835332577233488,1,2,0,1,1,0
1005,1,1,0.016087095573800888,0,8,6,0,2,1
1006,1,1,0.018705925085814985,1,3,4,2,4,1
1007,1,1,0.018705925085814985,1,4,3,1,2,0
1008,1,1,0.010475318048056393,0,4,0,2,2,0
1009,0,1,0.02693653212357358,1,2,1,2,2,0
1010,1,0,0.010475318048056393,0,1,0,1,2,0
1011,0,0,0.007482370034325995,0,2,9,1,4,0
1012,1,1,0.016835332577233488,1,3,1,1,5,1
1013,1,0,0.01533885857036829,1,1,9,1,2,0
1014,1,1,0.02618829512014098,1,0,1,0,2,1
1015,1,1,0.015712977072084588,1,1,9,2,3,1
1016,0,1,0.022447110102977983,0,6,1,0,9,0
1017,0,0,0.011971792054921592,0,1,2,1,4,0
1018,1,1,0.027684769127006178,0,0,8,1,1,0
1019,1,1,0.010849436549772691,1,8,1,2,2,0
1020,1,1,0.016835332577233488,0,4,1,2,3,1
1021,0,1,0.019080043587531285,1,1,8,2,2,1
1022,1,1,0.020576517594396486,1,1,1,2,2,0
1023,0,0,0.008604725539474894,0,6,1,1,4,1
1024,1,1,0.01720945107894979,1,1,0,2,3,1
1025,1,1,0.02618829512014098,1,1,1,1,1,1
1026,1,1,0.019828280590963886,0,4,1,1,1,0
1027,0,0,0.011223555051488992,0,5,8,1,9,0
1028,0,1,0.01496474006865199,1,1,8,1,1,1
